,x,y,freewayProx,frequency
0,-6.0,-6.0,2.5092303288156894,47.620071830949186
1,-5.899159663865547,-6.0,2.4736319416461954,42.14524870166719
2,-5.798319327731092,-6.0,2.43067040085049,36.22439188599989
3,-5.697478991596639,-6.0,2.3804548998362964,29.963845089038404
4,-5.5966386554621845,-6.0,2.3231130690743744,23.472139823776523
5,-5.495798319327731,-6.0,2.258790651705917,16.858159930710812
6,-5.394957983193278,-6.0,2.1876511331137904,10.229345235544843
7,-5.294117647058823,-6.0,2.1098753253991194,3.6899635988492823
8,-5.19327731092437,-6.0,2.0256609078193435,2.660521080092251
9,-5.092436974789916,-6.0,1.93522192435577,8.72895947124455
10,-4.991596638655462,-6.0,1.8387882396876578,14.429883122682039
11,-4.890756302521009,-6.0,1.7366049549555442,19.686706429584085
12,-4.7899159663865545,-6.0,1.6289317847987475,24.432747386686863
13,-4.689075630252101,-6.0,1.5160423972504011,28.612053648161023
14,-4.588235294117647,-6.0,1.3982237181677686,32.180023995371904
15,-4.487394957983193,-6.0,1.275775201965762,35.10381900233989
16,-4.38655462184874,-6.0,1.1490080705071712,37.36255842680395
17,-4.285714285714286,-6.0,1.0182445220841188,38.94730657734313
18,-4.184873949579832,-6.0,0.8838169125012161,39.86085055076742
19,-4.084033613445378,-6.0,0.746066910341818,40.117279737717865
20,-3.9831932773109244,-6.0,0.6053446285644292,39.7413782999351
21,-3.8823529411764706,-6.0,0.462007734636401,38.7678453757881
22,-3.7815126050420167,-6.0,0.3164205414666893,37.24036052209639
23,-3.680672268907563,-6.0,0.1689530814481925,35.21051430640129
24,-3.579831932773109,-6.0,0.019980165963128987,32.736625987364306
25,-3.4789915966386555,-6.0,0.13011956725812537,29.88247183155138
26,-3.3781512605042017,-6.0,0.2809646165034501,26.71594878954028
27,-3.277310924369748,-6.0,0.4321715857246529,23.307698977820234
28,-3.176470588235294,-6.0,0.5833561589978833,19.729720677999897
29,-3.07563025210084,-6.0,0.7341340773220603,16.05399137203496
30,-2.9747899159663866,-6.0,0.8841221152726214,12.35112769004983
31,-2.8739495798319328,-6.0,1.032939055028271,8.689106072071432
32,-2.773109243697479,-6.0,1.1802066552950992,5.132066460170296
33,-2.672268907563025,-6.0,1.3255506126653906,1.739219473560523
34,-2.571428571428571,-6.0,1.4686015129676926,1.4361246870909914
35,-2.4705882352941178,-6.0,1.6089957701901287,4.347389866156885
36,-2.369747899159664,-6.0,1.7463765505905418,6.955417129302031
37,-2.26890756302521,-6.0,1.8803946796446986,9.228987468792948
38,-2.168067226890756,-6.0,2.0107095295274044,11.145177124480629
39,-2.0672268907563023,-6.0,2.1369898848708626,12.68954180480584
40,-1.9663865546218489,-6.0,2.2589147845998143,13.856129322592817
41,-1.8655462184873945,-6.0,2.3761743377038087,14.647323365602137
42,-1.7647058823529411,-6.0,2.4884705108731793,15.07352424475564
43,-1.6638655462184877,-6.0,2.595517885996853,15.15267544839876
44,-1.5630252100840334,-6.0,2.697044385596669,14.909647626470779
45,-1.46218487394958,-6.0,2.792791964354411,14.375494185225453
46,-1.3613445378151257,-6.0,2.882517264973944,13.586594946890083
47,-1.2605042016806722,-6.0,2.9659922367114575,12.58370628032578
48,-1.159663865546218,-6.0,3.0430047150017416,11.410937705209554
49,-1.0588235294117645,-6.0,3.113358960707277,10.11467618680987
50,-0.9579831932773111,-6.0,3.176876157619566,8.742480151270444
51,-0.8571428571428568,-6.0,3.2333948669482018,7.341965649867474
52,-0.7563025210084033,-6.0,3.2827714376425625,5.959707079779931
53,-0.655462184873949,-6.0,3.3248803715031867,4.640174430803627
54,-0.5546218487394956,-6.0,3.359614642154888,3.4247281818490274
55,-0.4537815126050422,-6.0,3.386885967070852,2.350691734909549
56,-0.35294117647058787,-6.0,3.4066250319563496,1.450519671300813
